"id","penguin","island","sex","measurement","size"
173,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.3
173,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",181
173,"Pygoscelis antarcticus","Dream","female","body_mass_g",3600
173,"Pygoscelis antarcticus","Dream","female","year",2007
174,"Pygoscelis antarcticus","Dream","male","bill_length_mm",48.5
174,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",17.5
174,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",191
174,"Pygoscelis antarcticus","Dream","male","body_mass_g",3400
174,"Pygoscelis antarcticus","Dream","male","year",2007
175,"Pygoscelis antarcticus","Dream","female","bill_length_mm",43.2
175,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.6
175,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",187
175,"Pygoscelis antarcticus","Dream","female","body_mass_g",2900
175,"Pygoscelis antarcticus","Dream","female","year",2007
176,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.6
176,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.4
176,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",193
176,"Pygoscelis antarcticus","Dream","male","body_mass_g",3800
176,"Pygoscelis antarcticus","Dream","male","year",2007
177,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.7
177,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.9
177,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",195
177,"Pygoscelis antarcticus","Dream","female","body_mass_g",3300
177,"Pygoscelis antarcticus","Dream","female","year",2007
178,"Pygoscelis antarcticus","Dream","male","bill_length_mm",52
178,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19
178,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",197
178,"Pygoscelis antarcticus","Dream","male","body_mass_g",4150
178,"Pygoscelis antarcticus","Dream","male","year",2007
179,"Pygoscelis antarcticus","Dream","female","bill_length_mm",50.5
179,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",18.4
179,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",200
179,"Pygoscelis antarcticus","Dream","female","body_mass_g",3400
179,"Pygoscelis antarcticus","Dream","female","year",2008
180,"Pygoscelis antarcticus","Dream","male","bill_length_mm",49.5
180,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19
180,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",200
180,"Pygoscelis antarcticus","Dream","male","body_mass_g",3800
180,"Pygoscelis antarcticus","Dream","male","year",2008
181,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.4
181,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.8
181,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",191
181,"Pygoscelis antarcticus","Dream","female","body_mass_g",3700
181,"Pygoscelis antarcticus","Dream","female","year",2008
182,"Pygoscelis antarcticus","Dream","male","bill_length_mm",52.8
182,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",20
182,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",205
182,"Pygoscelis antarcticus","Dream","male","body_mass_g",4550
182,"Pygoscelis antarcticus","Dream","male","year",2008
183,"Pygoscelis antarcticus","Dream","female","bill_length_mm",40.9
183,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.6
183,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",187
183,"Pygoscelis antarcticus","Dream","female","body_mass_g",3200
183,"Pygoscelis antarcticus","Dream","female","year",2008
184,"Pygoscelis antarcticus","Dream","male","bill_length_mm",54.2
184,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",20.8
184,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",201
184,"Pygoscelis antarcticus","Dream","male","body_mass_g",4300
184,"Pygoscelis antarcticus","Dream","male","year",2008
185,"Pygoscelis antarcticus","Dream","female","bill_length_mm",42.5
185,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.7
185,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",187
185,"Pygoscelis antarcticus","Dream","female","body_mass_g",3350
185,"Pygoscelis antarcticus","Dream","female","year",2008
186,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51
186,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.8
186,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",203
186,"Pygoscelis antarcticus","Dream","male","body_mass_g",4100
186,"Pygoscelis antarcticus","Dream","male","year",2008
187,"Pygoscelis antarcticus","Dream","male","bill_length_mm",49.7
187,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.6
187,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",195
187,"Pygoscelis antarcticus","Dream","male","body_mass_g",3600
187,"Pygoscelis antarcticus","Dream","male","year",2008
188,"Pygoscelis antarcticus","Dream","female","bill_length_mm",47.5
188,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.8
188,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",199
188,"Pygoscelis antarcticus","Dream","female","body_mass_g",3900
188,"Pygoscelis antarcticus","Dream","female","year",2008
189,"Pygoscelis antarcticus","Dream","female","bill_length_mm",47.6
189,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",18.3
189,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",195
189,"Pygoscelis antarcticus","Dream","female","body_mass_g",3850
189,"Pygoscelis antarcticus","Dream","female","year",2008
190,"Pygoscelis antarcticus","Dream","male","bill_length_mm",52
190,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",20.7
190,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",210
190,"Pygoscelis antarcticus","Dream","male","body_mass_g",4800
190,"Pygoscelis antarcticus","Dream","male","year",2008
191,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.9
191,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.6
191,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",192
191,"Pygoscelis antarcticus","Dream","female","body_mass_g",2700
191,"Pygoscelis antarcticus","Dream","female","year",2008
192,"Pygoscelis antarcticus","Dream","male","bill_length_mm",53.5
192,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.9
192,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",205
192,"Pygoscelis antarcticus","Dream","male","body_mass_g",4500
192,"Pygoscelis antarcticus","Dream","male","year",2008
193,"Pygoscelis antarcticus","Dream","male","bill_length_mm",49
193,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.5
193,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",210
193,"Pygoscelis antarcticus","Dream","male","body_mass_g",3950
193,"Pygoscelis antarcticus","Dream","male","year",2008
194,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.2
194,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.5
194,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",187
194,"Pygoscelis antarcticus","Dream","female","body_mass_g",3650
194,"Pygoscelis antarcticus","Dream","female","year",2008
195,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.9
195,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.1
195,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",196
195,"Pygoscelis antarcticus","Dream","male","body_mass_g",3550
195,"Pygoscelis antarcticus","Dream","male","year",2008
196,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.5
196,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17
196,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",196
196,"Pygoscelis antarcticus","Dream","female","body_mass_g",3500
196,"Pygoscelis antarcticus","Dream","female","year",2008
197,"Pygoscelis antarcticus","Dream","female","bill_length_mm",50.9
197,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.9
197,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",196
197,"Pygoscelis antarcticus","Dream","female","body_mass_g",3675
197,"Pygoscelis antarcticus","Dream","female","year",2009
198,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.8
198,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.5
198,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",201
198,"Pygoscelis antarcticus","Dream","male","body_mass_g",4450
198,"Pygoscelis antarcticus","Dream","male","year",2009
199,"Pygoscelis antarcticus","Dream","female","bill_length_mm",50.1
199,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.9
199,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",190
199,"Pygoscelis antarcticus","Dream","female","body_mass_g",3400
199,"Pygoscelis antarcticus","Dream","female","year",2009
200,"Pygoscelis antarcticus","Dream","male","bill_length_mm",49
200,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.6
200,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",212
200,"Pygoscelis antarcticus","Dream","male","body_mass_g",4300
200,"Pygoscelis antarcticus","Dream","male","year",2009
201,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51.5
201,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.7
201,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",187
201,"Pygoscelis antarcticus","Dream","male","body_mass_g",3250
201,"Pygoscelis antarcticus","Dream","male","year",2009
202,"Pygoscelis antarcticus","Dream","female","bill_length_mm",49.8
202,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.3
202,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",198
202,"Pygoscelis antarcticus","Dream","female","body_mass_g",3675
202,"Pygoscelis antarcticus","Dream","female","year",2009
203,"Pygoscelis antarcticus","Dream","female","bill_length_mm",48.1
203,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.4
203,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",199
203,"Pygoscelis antarcticus","Dream","female","body_mass_g",3325
203,"Pygoscelis antarcticus","Dream","female","year",2009
204,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51.4
204,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19
204,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",201
204,"Pygoscelis antarcticus","Dream","male","body_mass_g",3950
204,"Pygoscelis antarcticus","Dream","male","year",2009
205,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.7
205,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.3
205,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",193
205,"Pygoscelis antarcticus","Dream","female","body_mass_g",3600
205,"Pygoscelis antarcticus","Dream","female","year",2009
206,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.7
206,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.7
206,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",203
206,"Pygoscelis antarcticus","Dream","male","body_mass_g",4050
206,"Pygoscelis antarcticus","Dream","male","year",2009
207,"Pygoscelis antarcticus","Dream","female","bill_length_mm",42.5
207,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.3
207,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",187
207,"Pygoscelis antarcticus","Dream","female","body_mass_g",3350
207,"Pygoscelis antarcticus","Dream","female","year",2009
208,"Pygoscelis antarcticus","Dream","male","bill_length_mm",52.2
208,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.8
208,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",197
208,"Pygoscelis antarcticus","Dream","male","body_mass_g",3450
208,"Pygoscelis antarcticus","Dream","male","year",2009
209,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.2
209,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.6
209,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",191
209,"Pygoscelis antarcticus","Dream","female","body_mass_g",3250
209,"Pygoscelis antarcticus","Dream","female","year",2009
210,"Pygoscelis antarcticus","Dream","male","bill_length_mm",49.3
210,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.9
210,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",203
210,"Pygoscelis antarcticus","Dream","male","body_mass_g",4050
210,"Pygoscelis antarcticus","Dream","male","year",2009
211,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.2
211,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.8
211,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",202
211,"Pygoscelis antarcticus","Dream","male","body_mass_g",3800
211,"Pygoscelis antarcticus","Dream","male","year",2009
212,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.6
212,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",19.4
212,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",194
212,"Pygoscelis antarcticus","Dream","female","body_mass_g",3525
212,"Pygoscelis antarcticus","Dream","female","year",2009
213,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51.9
213,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.5
213,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",206
213,"Pygoscelis antarcticus","Dream","male","body_mass_g",3950
213,"Pygoscelis antarcticus","Dream","male","year",2009
214,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.8
214,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",16.5
214,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",189
214,"Pygoscelis antarcticus","Dream","female","body_mass_g",3650
214,"Pygoscelis antarcticus","Dream","female","year",2009
215,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.7
215,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17
215,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",195
215,"Pygoscelis antarcticus","Dream","female","body_mass_g",3650
215,"Pygoscelis antarcticus","Dream","female","year",2009
216,"Pygoscelis antarcticus","Dream","male","bill_length_mm",55.8
216,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.8
216,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",207
216,"Pygoscelis antarcticus","Dream","male","body_mass_g",4000
216,"Pygoscelis antarcticus","Dream","male","year",2009
217,"Pygoscelis antarcticus","Dream","female","bill_length_mm",43.5
217,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",18.1
217,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",202
217,"Pygoscelis antarcticus","Dream","female","body_mass_g",3400
217,"Pygoscelis antarcticus","Dream","female","year",2009
218,"Pygoscelis antarcticus","Dream","male","bill_length_mm",49.6
218,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.2
218,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",193
218,"Pygoscelis antarcticus","Dream","male","body_mass_g",3775
218,"Pygoscelis antarcticus","Dream","male","year",2009
219,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.8
219,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19
219,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",210
219,"Pygoscelis antarcticus","Dream","male","body_mass_g",4100
219,"Pygoscelis antarcticus","Dream","male","year",2009
220,"Pygoscelis antarctica","Dream","female","bill_length_mm",50.2
220,"Pygoscelis antarctica","Dream","female","bill_depth_mm",18.7
220,"Pygoscelis antarctica","Dream","female","flipper_length_mm",198
220,"Pygoscelis antarctica","Dream","female","body_mass_g",3775
220,"Pygoscelis antarctica","Dream","female","year",2009
221,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.1
221,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.2
221,"Pygoscelis papua","Biscoe","female","flipper_length_mm",211
221,"Pygoscelis papua","Biscoe","female","body_mass_g",4500
221,"Pygoscelis papua","Biscoe","female","year",2007
222,"Pygoscelis papua","Biscoe","male","bill_length_mm",50
222,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.3
222,"Pygoscelis papua","Biscoe","male","flipper_length_mm",230
222,"Pygoscelis papua","Biscoe","male","body_mass_g",5700
222,"Pygoscelis papua","Biscoe","male","year",2007
223,"Pygoscelis papua","Biscoe","female","bill_length_mm",48.7
223,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.1
223,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
223,"Pygoscelis papua","Biscoe","female","body_mass_g",4450
223,"Pygoscelis papua","Biscoe","female","year",2007
224,"Pygoscelis papua","Biscoe","male","bill_length_mm",50
224,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.2
224,"Pygoscelis papua","Biscoe","male","flipper_length_mm",218
224,"Pygoscelis papua","Biscoe","male","body_mass_g",5700
224,"Pygoscelis papua","Biscoe","male","year",2007
225,"Pygoscelis papua","Biscoe","male","bill_length_mm",47.6
225,"Pygoscelis papua","Biscoe","male","bill_depth_mm",14.5
225,"Pygoscelis papua","Biscoe","male","flipper_length_mm",215
225,"Pygoscelis papua","Biscoe","male","body_mass_g",5400
225,"Pygoscelis papua","Biscoe","male","year",2007
226,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.5
226,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.5
226,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
226,"Pygoscelis papua","Biscoe","female","body_mass_g",4550
226,"Pygoscelis papua","Biscoe","female","year",2007
227,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.4
227,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.6
227,"Pygoscelis papua","Biscoe","female","flipper_length_mm",211
227,"Pygoscelis papua","Biscoe","female","body_mass_g",4800
227,"Pygoscelis papua","Biscoe","female","year",2007
228,"Pygoscelis papua","Biscoe","male","bill_length_mm",46.7
228,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.3
228,"Pygoscelis papua","Biscoe","male","flipper_length_mm",219
228,"Pygoscelis papua","Biscoe","male","body_mass_g",5200
228,"Pygoscelis papua","Biscoe","male","year",2007
229,"Pygoscelis papua","Biscoe","female","bill_length_mm",43.3
229,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.4
229,"Pygoscelis papua","Biscoe","female","flipper_length_mm",209
229,"Pygoscelis papua","Biscoe","female","body_mass_g",4400
229,"Pygoscelis papua","Biscoe","female","year",2007
230,"Pygoscelis papua","Biscoe","male","bill_length_mm",46.8
230,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.4
230,"Pygoscelis papua","Biscoe","male","flipper_length_mm",215
230,"Pygoscelis papua","Biscoe","male","body_mass_g",5150
230,"Pygoscelis papua","Biscoe","male","year",2007
231,"Pygoscelis papua","Biscoe","female","bill_length_mm",40.9
231,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.7
231,"Pygoscelis papua","Biscoe","female","flipper_length_mm",214
231,"Pygoscelis papua","Biscoe","female","body_mass_g",4650
231,"Pygoscelis papua","Biscoe","female","year",2007
232,"Pygoscelis papua","Biscoe","male","bill_length_mm",49
232,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.1
232,"Pygoscelis papua","Biscoe","male","flipper_length_mm",216
232,"Pygoscelis papua","Biscoe","male","body_mass_g",5550
232,"Pygoscelis papua","Biscoe","male","year",2007
233,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.5
233,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.7
233,"Pygoscelis papua","Biscoe","female","flipper_length_mm",214
233,"Pygoscelis papua","Biscoe","female","body_mass_g",4650
233,"Pygoscelis papua","Biscoe","female","year",2007
234,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.4
234,"Pygoscelis papua","Biscoe","male","bill_depth_mm",14.6
234,"Pygoscelis papua","Biscoe","male","flipper_length_mm",213
234,"Pygoscelis papua","Biscoe","male","body_mass_g",5850
234,"Pygoscelis papua","Biscoe","male","year",2007
235,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.8
235,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.6
235,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
235,"Pygoscelis papua","Biscoe","female","body_mass_g",4200
235,"Pygoscelis papua","Biscoe","female","year",2007
236,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.3
236,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.7
236,"Pygoscelis papua","Biscoe","male","flipper_length_mm",217
236,"Pygoscelis papua","Biscoe","male","body_mass_g",5850
236,"Pygoscelis papua","Biscoe","male","year",2007
237,"Pygoscelis papua","Biscoe","female","bill_length_mm",42
237,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.5
237,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
237,"Pygoscelis papua","Biscoe","female","body_mass_g",4150
237,"Pygoscelis papua","Biscoe","female","year",2007
238,"Pygoscelis papua","Biscoe","male","bill_length_mm",49.2
238,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.2
238,"Pygoscelis papua","Biscoe","male","flipper_length_mm",221
238,"Pygoscelis papua","Biscoe","male","body_mass_g",6300
238,"Pygoscelis papua","Biscoe","male","year",2007
239,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.2
239,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.5
239,"Pygoscelis papua","Biscoe","female","flipper_length_mm",209
239,"Pygoscelis papua","Biscoe","female","body_mass_g",4800
239,"Pygoscelis papua","Biscoe","female","year",2007
240,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.7
240,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.1
240,"Pygoscelis papua","Biscoe","male","flipper_length_mm",222
240,"Pygoscelis papua","Biscoe","male","body_mass_g",5350
240,"Pygoscelis papua","Biscoe","male","year",2007
241,"Pygoscelis papua","Biscoe","male","bill_length_mm",50.2
241,"Pygoscelis papua","Biscoe","male","bill_depth_mm",14.3
241,"Pygoscelis papua","Biscoe","male","flipper_length_mm",218
241,"Pygoscelis papua","Biscoe","male","body_mass_g",5700
241,"Pygoscelis papua","Biscoe","male","year",2007
242,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.1
242,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.5
242,"Pygoscelis papua","Biscoe","female","flipper_length_mm",215
242,"Pygoscelis papua","Biscoe","female","body_mass_g",5000
242,"Pygoscelis papua","Biscoe","female","year",2007
243,"Pygoscelis papua","Biscoe","female","bill_length_mm",46.5
243,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.5
243,"Pygoscelis papua","Biscoe","female","flipper_length_mm",213
243,"Pygoscelis papua","Biscoe","female","body_mass_g",4400
243,"Pygoscelis papua","Biscoe","female","year",2007
244,"Pygoscelis papua","Biscoe","male","bill_length_mm",46.3
244,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.8
244,"Pygoscelis papua","Biscoe","male","flipper_length_mm",215
244,"Pygoscelis papua","Biscoe","male","body_mass_g",5050
244,"Pygoscelis papua","Biscoe","male","year",2007
245,"Pygoscelis papua","Biscoe","female","bill_length_mm",42.9
245,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.1
245,"Pygoscelis papua","Biscoe","female","flipper_length_mm",215
245,"Pygoscelis papua","Biscoe","female","body_mass_g",5000
245,"Pygoscelis papua","Biscoe","female","year",2007
246,"Pygoscelis papua","Biscoe","male","bill_length_mm",46.1
246,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.1
246,"Pygoscelis papua","Biscoe","male","flipper_length_mm",215
246,"Pygoscelis papua","Biscoe","male","body_mass_g",5100
246,"Pygoscelis papua","Biscoe","male","year",2007
247,"Pygoscelis papua","Biscoe",NA,"bill_length_mm",44.5
247,"Pygoscelis papua","Biscoe",NA,"bill_depth_mm",14.3
247,"Pygoscelis papua","Biscoe",NA,"flipper_length_mm",216
247,"Pygoscelis papua","Biscoe",NA,"body_mass_g",4100
247,"Pygoscelis papua","Biscoe",NA,"year",2007
248,"Pygoscelis papua","Biscoe","male","bill_length_mm",47.8
248,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15
248,"Pygoscelis papua","Biscoe","male","flipper_length_mm",215
248,"Pygoscelis papua","Biscoe","male","body_mass_g",5650
248,"Pygoscelis papua","Biscoe","male","year",2007
249,"Pygoscelis papua","Biscoe","female","bill_length_mm",48.2
249,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.3
249,"Pygoscelis papua","Biscoe","female","flipper_length_mm",210
249,"Pygoscelis papua","Biscoe","female","body_mass_g",4600
249,"Pygoscelis papua","Biscoe","female","year",2007
250,"Pygoscelis papua","Biscoe","male","bill_length_mm",50
250,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.3
250,"Pygoscelis papua","Biscoe","male","flipper_length_mm",220
250,"Pygoscelis papua","Biscoe","male","body_mass_g",5550
250,"Pygoscelis papua","Biscoe","male","year",2007
251,"Pygoscelis papua","Biscoe","male","bill_length_mm",47.3
251,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.3
251,"Pygoscelis papua","Biscoe","male","flipper_length_mm",222
251,"Pygoscelis papua","Biscoe","male","body_mass_g",5250
251,"Pygoscelis papua","Biscoe","male","year",2007
252,"Pygoscelis papua","Biscoe","female","bill_length_mm",42.8
252,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.2
252,"Pygoscelis papua","Biscoe","female","flipper_length_mm",209
252,"Pygoscelis papua","Biscoe","female","body_mass_g",4700
252,"Pygoscelis papua","Biscoe","female","year",2007
253,"Pygoscelis papua","Biscoe","female","bill_length_mm",45.1
253,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.5
253,"Pygoscelis papua","Biscoe","female","flipper_length_mm",207
253,"Pygoscelis papua","Biscoe","female","body_mass_g",5050
253,"Pygoscelis papua","Biscoe","female","year",2007
254,"Pygoscelis papua","Biscoe","male","bill_length_mm",59.6
254,"Pygoscelis papua","Biscoe","male","bill_depth_mm",17
254,"Pygoscelis papua","Biscoe","male","flipper_length_mm",230
254,"Pygoscelis papua","Biscoe","male","body_mass_g",6050
254,"Pygoscelis papua","Biscoe","male","year",2007
255,"Pygoscelis papua","Biscoe","female","bill_length_mm",49.1
255,"Pygoscelis papua","Biscoe","female","bill_depth_mm",14.8
255,"Pygoscelis papua","Biscoe","female","flipper_length_mm",220
255,"Pygoscelis papua","Biscoe","female","body_mass_g",5150
255,"Pygoscelis papua","Biscoe","female","year",2008
256,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.4
256,"Pygoscelis papua","Biscoe","male","bill_depth_mm",16.3
256,"Pygoscelis papua","Biscoe","male","flipper_length_mm",220
256,"Pygoscelis papua","Biscoe","male","body_mass_g",5400
256,"Pygoscelis papua","Biscoe","male","year",2008
257,"Pygoscelis papua","Biscoe","female","bill_length_mm",42.6
257,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.7
257,"Pygoscelis papua","Biscoe","female","flipper_length_mm",213
257,"Pygoscelis papua","Biscoe","female","body_mass_g",4950
257,"Pygoscelis papua","Biscoe","female","year",2008
258,"Pygoscelis papua","Biscoe","male","bill_length_mm",44.4
258,"Pygoscelis papua","Biscoe","male","bill_depth_mm",17.3
258,"Pygoscelis papua","Biscoe","male","flipper_length_mm",219
258,"Pygoscelis papua","Biscoe","male","body_mass_g",5250
258,"Pygoscelis papua","Biscoe","male","year",2008
259,"Pygoscelis papua","Biscoe","female","bill_length_mm",44
259,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.6
259,"Pygoscelis papua","Biscoe","female","flipper_length_mm",208
259,"Pygoscelis papua","Biscoe","female","body_mass_g",4350
259,"Pygoscelis papua","Biscoe","female","year",2008
260,"Pygoscelis papua","Biscoe","male","bill_length_mm",48.7
260,"Pygoscelis papua","Biscoe","male","bill_depth_mm",15.7
260,"Pygoscelis papua","Biscoe","male","flipper_length_mm",208
260,"Pygoscelis papua","Biscoe","male","body_mass_g",5350
260,"Pygoscelis papua","Biscoe","male","year",2008
261,"Pygoscelis papua","Biscoe","female","bill_length_mm",42.7
261,"Pygoscelis papua","Biscoe","female","bill_depth_mm",13.7
